name,short_name,display_name,sortable_name,slug,children,cfr_references,parent_agency,word_count
Employment and Training Administration,ETA,"Employment and Training Administration, Department of Labor",Employment and Training Administration,employment-and-training-administration,,"[{'title': 20, 'chapter': 'V'}]",Department of Labor,634930
Mine Safety and Health Administration,MSHA,"Mine Safety and Health Administration, Department of Labor",Mine Safety and Health Administration,mine-safety-and-health-administration,,"[{'title': 30, 'chapter': 'I'}]",Department of Labor,423734
Occupational Safety and Health Administration,OSHA,"Occupational Safety and Health Administration, Department of Labor",Occupational Safety and Health Administration,occupational-safety-and-health-administration,,"[{'title': 29, 'chapter': 'XVII'}]",Department of Labor,1714238
Office of Assistant Secretary for Veterans' Employment and Training Service,,"Office of Assistant Secretary for Veterans' Employment and Training Service, Department of Labor","Assistant Secretary for Veterans' Employment and Training Service, Office of",office-of-assistant-secretary-for-veterans'-employment-and-training-service,,"[{'title': 20, 'chapter': 'IX'}, {'title': 41, 'chapter': '61'}]",Department of Labor,36666
Office of Federal Contract Compliance Programs,OFCCP,"Office of Federal Contract Compliance Programs, Department of Labor","Federal Contract Compliance Programs, Office of",federal-contract-compliance-programs-office,,"[{'title': 41, 'chapter': '60'}]",Department of Labor,97525
Office of Labor-Management Standards,LMSO,"Office of Labor-Management Standards, Department of Labor","Labor-Management Standards, Office of",labor-management-standards-office,,"[{'title': 29, 'chapter': 'II'}, {'title': 29, 'chapter': 'IV'}]",Department of Labor,63944
Office of Secretary of Labor,,"Office of Secretary of Labor, Department of Labor","Secretary of Labor, Office of",office-of-secretary-of-labor,,"[{'title': 29, 'subtitle': 'A'}]",Department of Labor,471635
Office of Workers' Compensation Programs,OWCP,"Office of Workers' Compensation Programs, Department of Labor","Workers' Compensation Programs, Office of",workers-compensation-programs-office,,"[{'title': 20, 'chapter': 'I'}, {'title': 20, 'chapter': 'VI'}]",Department of Labor,224039
Wage and Hour Division,WHD,"Wage and Hour Division, Department of Labor",Wage and Hour Division,wage-and-hour-division,,"[{'title': 29, 'chapter': 'V'}]",Department of Labor,574768
Copyright Royalty Board,CRB,"Copyright Royalty Board, Library of Congress",Copyright Royalty Board,copyright-royalty-board,,"[{'title': 37, 'chapter': 'III'}]",Library of Congress,67794
U.S. Copyright Office,COLC,"U.S. Copyright Office, Library of Congress",U.S. Copyright Office,copyright-office-library-of-congress,,"[{'title': 37, 'chapter': 'II'}]",Library of Congress,207190
Office of Federal Procurement Policy,OFPP,"Office of Federal Procurement Policy, Office of Management and Budget",Office of Federal Procurement Policy,federal-procurement-policy-office,,"[{'title': 48, 'chapter': '99'}]",Office of Management and Budget,97723
Information Security Oversight Office,ISOO,"Information Security Oversight Office, National Archives and Records Administration",Information Security Oversight Office,information-security-oversight-office,,"[{'title': 32, 'chapter': 'XX'}]",National Archives and Records Administration,54037
Office of Federal Register,OFR,"Office of Federal Register, National Archives and Records Administration","Federal Register, Office of",federal-register-office,,"[{'title': 1, 'chapter': 'II'}]",National Archives and Records Administration,1361
Institute of Museum and Library Services,,"Institute of Museum and Library Services, National Foundation on the Arts and the Humanities","Museum and Library Services, Institute of",institute-of-museum-and-library-services,,"[{'title': 2, 'chapter': 'XXXI'}, {'title': 5, 'chapter': 'LXVII'}]",National Foundation on the Arts and the Humanities,4193
National Endowment for the Arts,NEA,"National Endowment for the Arts, National Foundation on the Arts and the Humanities",National Endowment for the Arts,national-endowment-for-the-arts,,"[{'title': 2, 'chapter': 'XXXII'}, {'title': 5, 'chapter': 'LV'}]",National Foundation on the Arts and the Humanities,2053
National Endowment for the Humanities,,"National Endowment for the Humanities, National Foundation on the Arts and the Humanities",National Endowment for the Humanities,national-endowment-for-the-humanities,,"[{'title': 2, 'chapter': 'XXXIII'}, {'title': 5, 'chapter': 'LVI'}]",National Foundation on the Arts and the Humanities,2176
Federal Aviation Administration,FAA,"Federal Aviation Administration, Department of Transportation",Federal Aviation Administration,federal-aviation-administration,,"[{'title': 14, 'chapter': 'I'}]",Department of Transportation,1487356
Federal Aviation Administration Commercial Space Transportation,AST,"Federal Aviation Administration Commercial Space Transportation, Department of Transportation","Commercial Space Transportation, Federal Aviation Administration",commercial-space-transportation-office,,"[{'title': 14, 'chapter': 'III'}]",Department of Transportation,218222
Federal Highway Administration,FHWA,"Federal Highway Administration, Department of Transportation",Federal Highway Administration,federal-highway-administration,,"[{'title': 23, 'chapter': 'I'}, {'title': 23, 'chapter': 'II'}]",Department of Transportation,417272
Federal Motor Carrier Safety Administration,FMCSA,"Federal Motor Carrier Safety Administration, Department of Transportation",Federal Motor Carrier Safety Administration,federal-motor-carrier-safety-administration,,"[{'title': 49, 'chapter': 'III'}]",Department of Transportation,440644
Federal Railroad Administration,FRA,"Federal Railroad Administration, Department of Transportation",Federal Railroad Administration,federal-railroad-administration,,"[{'title': 49, 'chapter': 'II'}]",Department of Transportation,806647
Federal Transit Administration,FTA,"Federal Transit Administration, Department of Transportation",Federal Transit Administration,federal-transit-administration,,"[{'title': 49, 'chapter': 'VI'}]",Department of Transportation,91941
Great Lakes St. Lawrence Seaway Development Corporation,SAINT,"Great Lakes St. Lawrence Seaway Development Corporation, Department of Transportation",Great Lakes St. Lawrence Seaway Development Corporation,great-lakes-st-lawrence-seaway-development-corporation,,"[{'title': 33, 'chapter': 'IV'}]",Department of Transportation,27686
Maritime Administration,MARAD,"Maritime Administration, Department of Transportation",Maritime Administration,maritime-administration,,"[{'title': 46, 'chapter': 'II'}]",Department of Transportation,249444
National Highway Traffic Safety Administration,NHTSA,"National Highway Traffic Safety Administration, Department of Transportation",National Highway Traffic Safety Administration,national-highway-traffic-safety-administration,,"[{'title': 23, 'chapter': 'II'}, {'title': 23, 'chapter': 'III'}, {'title': 47, 'chapter': 'IV'}, {'title': 49, 'chapter': 'V'}]",Department of Transportation,917935
Office of Secretary (Aviation Proceedings),,"Office of Secretary (Aviation Proceedings), Department of Transportation","Secretary (Aviation Proceedings), Office of",office-of-secretary-(aviation-proceedings),,"[{'title': 14, 'chapter': 'II'}]",Department of Transportation,298870
Office of Secretary of Transportation,,"Office of Secretary of Transportation, Department of Transportation","Secretary of Transportation, Office of",office-of-secretary-of-transportation,,"[{'title': 49, 'subtitle': 'A'}]",Department of Transportation,453650
Pipeline and Hazardous Materials Safety Administration,PHMSA,"Pipeline and Hazardous Materials Safety Administration, Department of Transportation",Pipeline and Hazardous Materials Safety Administration,pipeline-and-hazardous-materials-safety-administration,,"[{'title': 49, 'chapter': 'I'}]",Department of Transportation,975768
Alcohol and Tobacco Tax and Trade Bureau,TTB,"Alcohol and Tobacco Tax and Trade Bureau, Department of Treasury",Alcohol and Tobacco Tax and Trade Bureau,alcohol-and-tobacco-tax-and-trade-bureau,,"[{'title': 27, 'chapter': 'I'}]",Department of Treasury,901057
Bureau of Engraving and Printing,BEP,"Bureau of Engraving and Printing, Department of Treasury","Engraving and Printing, Bureau of",engraving-and-printing-bureau,,"[{'title': 31, 'chapter': 'VI'}]",Department of Treasury,1637
Bureau of the Fiscal Service,,"Bureau of the Fiscal Service, Department of Treasury","Fiscal Service, Bureau of",bureau-of-the-fiscal-service,,"[{'title': 31, 'chapter': 'II', 'subchapter': 'A'}]",Department of Treasury,336773
Community Development Financial Institutions Fund,CDFI,"Community Development Financial Institutions Fund, Department of Treasury",Community Development Financial Institutions Fund,community-development-financial-institutions-fund,,"[{'title': 12, 'chapter': 'XVIII'}]",Department of Treasury,50458
Comptroller of the Currency,OCC,"Comptroller of the Currency, Department of Treasury",Comptroller of the Currency,comptroller-of-the-currency,,"[{'title': 12, 'chapter': 'I'}]",Department of Treasury,740061
Financial Crimes Enforcement Network,TD,"Financial Crimes Enforcement Network, Department of Treasury",Financial Crimes Enforcement Network,financial-crimes-enforcement-network,,"[{'title': 31, 'chapter': 'X'}]",Department of Treasury,99963
Fiscal Service,FS,"Fiscal Service, Department of Treasury",Fiscal Service,fiscal-service,,"[{'title': 31, 'chapter': 'II'}]",Department of Treasury,336782
Internal Revenue Service,IRS,"Internal Revenue Service, Department of Treasury",Internal Revenue Service,internal-revenue-service,,"[{'title': 26, 'chapter': 'I'}]",Department of Treasury,11982474
Monetary Offices,,"Monetary Offices, Department of Treasury",Monetary Offices,monetary-offices,,"[{'title': 31, 'chapter': 'I'}]",Department of Treasury,29020
Office of Financial Research,,"Office of Financial Research, Department of Treasury","Financial Research, Office of",office-of-financial-research,,"[{'title': 12, 'chapter': 'XVI'}]",Department of Treasury,6039
Office of Foreign Assets Control,OFAC,"Office of Foreign Assets Control, Department of Treasury","Foreign Assets Control, Office of",foreign-assets-control-office,,"[{'title': 31, 'chapter': 'V'}]",Department of Treasury,558973
Office of Investment Security,IIO,"Office of Investment Security, Department of Treasury","Investment Security, Office of",investment-security-office,,"[{'title': 31, 'chapter': 'VIII'}]",Department of Treasury,87539
Office of Secretary of the Treasury,,"Office of Secretary of the Treasury, Department of Treasury","Secretary of the Treasury, Office of",office-of-secretary-of-the-treasury,,"[{'title': 31, 'subtitle': 'A'}]",Department of Treasury,274983
